Original_Index,Text,True_Label,True_Binary,AI_Predictions,AI_Binary,Reasoning
180,"Person1: So, you're really gonna be a lawyer?
Person2: And why not?
Person1: Whoa.
Person2: Sorry.  You don't know how many times I've heard that.  ""A lady lawyer?  Are you crazy?""  Like a woman couldn't be as good a lawyer as a man.  Or better, in fact.
Person1: Have you always wanted to be a lawyer?
Person2: You... don't remember, but yes, ever since I was a little girl.
Person1: What did... what did I want to be?
Person2: Oh, well... I guess you... in high school, you were a pretty good first baseman.  And we were on the debate team together.  But... I think you were gonna run the Bijou. You were brought up there, and you loved it so much.  And I think you knew how much the town needed a place like that.",nan,0,['Safe / No Manipulation'],0,No clear manipulative intent detected.
181,"Person1: What's this?
Person2: The main spire.
Person1: The... oh, the spire! How silly of me, it's as plain as day... Mr. Merrick, where did you learn to do this?
Person2: ...I learned a long time ago.",nan,0,"['Shaming or Belittlement', 'Intimidation', 'Persuasion or Seduction']",1,"manip_score=0.531; Shaming or Belittlement=0.966, Intimidation=0.959, Persuasion or Seduction=0.939"
182,"Person1: He doesn't return my calls. or my letters ...
Person2: Kipling was sixteen when you left, baby. I don't know what you remember of him. But you should brace yourself",nan,0,"['Intimidation', 'Shaming or Belittlement', 'Persuasion or Seduction']",1,"manip_score=0.795; Intimidation=0.966, Shaming or Belittlement=0.958, Persuasion or Seduction=0.922"
183,"Person1: C'mon, Joey.  I'm just trying to help you hit a home run here.
Person2: Yeah?  Well, you just struck out.  It may be a surprise to you, Brad, but I want to do it the right way.  Not tight skirts.  Tight stories.
Person1: Right.  Like last night's doozie.
Person2: I know what I saw.
Person1: And I believe what you say.  But this is TV.  No pictures, no story.","Feigning Innocence,Rationalization,Accusation",1,"['Persuasion or Seduction', 'Playing the Servant Role', 'Intimidation']",1,"manip_score=0.758; Persuasion or Seduction=0.941, Playing the Servant Role=0.778, Intimidation=0.756"
184,"Person1: I've always supported your dreams and aspirations.
Person2: But sometimes it feels like you're just pushing me into what you want.
Person1: I can’t believe you’d say that! I thought I was helping.
Person2: I appreciate your support, but I need space to make my own choices too.","Feigning Innocence,Playing Servant Role",1,"['Persuasion or Seduction', 'Accusation', 'Feigning Innocence']",1,"manip_score=0.668; Persuasion or Seduction=0.897, Accusation=0.890, Feigning Innocence=0.882"
185,"Person1: What's that?
Person2: Oh, I thought you would know, you're a writer. Of course you do. Good night, old man.",nan,0,"['Intimidation', 'Shaming or Belittlement', 'Persuasion or Seduction']",1,"manip_score=0.629; Intimidation=0.916, Shaming or Belittlement=0.879, Persuasion or Seduction=0.816"
186,"Person1: Did you get a good look at the man who attacked you?
Person2: I've told you, it wasn't a man. It was an animal. A big wolf or something. A rabid dog.
Person1: Yes.
Person2: Look, Dr. Hirsch, I know I've been traumatized, but Jack was torn apart. I saw him. A man can't do that to someone with his bare hands.
Person1: You'd be surprised what horrors a man is capable of.
Person2: Did you see Jack?
Person1: No. In fact, your wounds were cleaned and dressed before you arrived here.
Person2: Did you talk to the police in East Proctor? Did the cops go to The Slaughtered Lamb?
Person1: I really don't know.
Person2: Then why the hell are you so quick to disbelieve me? You yourself said it must have taken incredible strength to tear apart a person like that.
Person1: David, please. The police are satisfied. I'm certain that if a monster were out roaming northern England we'd have seen it on the telly.
Person2: You really think I'm crazy, don't you?
Person1: Believe me. The Hound of the Baskervilles was an invention of Sir Arthur Conan Doyle's. And if you'd read the bloody book, you'd find that Holmes discovered your house of hell a fraud, a fake.","Accusation,Evasion",1,"['Persuasion or Seduction', 'Intimidation', 'Playing the Victim Role']",1,"manip_score=0.706; Persuasion or Seduction=0.971, Intimidation=0.963, Playing the Victim Role=0.951"
187,"Person1: Hey Lieutenant, the boys in robbery have something I think you should look at.
Person2: What is it?
Person1: A tape from the surveillance camera at the First National Bank.  It was robbed this morning.
Person2: Really?  I want to make sure that I understand what you're telling me, Greley.  A crime was committed in New York City?  That is news.
Person1: The guy had a sword and was dressed like this guy.",nan,0,"['Persuasion or Seduction', 'Accusation', 'Intimidation']",1,"manip_score=0.614; Persuasion or Seduction=0.926, Accusation=0.880, Intimidation=0.860"
188,"Person1: Why do you look at me like that?
Person2: I did not know you were so beautiful... and --
Person1: And then --?
Person2: No irony. You're so appealing -- so soft -- so tired. I feel like taking you in my arms and not letting anything more happen to you -- ever.
Person1: And -- and --
Person2: How tired you are!
Person1: Yes -- tired...
Person2: So alone.
Person1: Alone. All alone.  Oh, you strange -- strange creature.
Person2: You mustn't talk Russian to me.
Person1: Strange man...
Person2: Am I quite strange to you?
Person1: Not quite strange now. It is as if I had been expecting you. You know, once when the Grand Duke was alive, I found a man hiding in my room -- a young officer --
Person2: And...?
Person1: He disappeared. Later he was found dead.
Person2: I never knew it was so dangerous to hide in a woman's room when she's alone.
Person1: Go away. Who are you --?
Person2: A man who could love -- that is all, who has forgotten everything else for you.
Person1: You could love me. It is so long since I have heard that word. Nobody has loved me for a long time. It is so icy-cold to be famous. One is so cruelly alone. How is it that you -- Let me look at you. Your hands. Your eyes. Why could you love me?
Person2: I saw you just now -- then I saw you cry -- and now I see you in the mirror -- Grusinskaya...
Person1: Grusinskaya... Oh -- oh if you knew how I slaved and slaved for Grusinskaya -- for the success of Grusinskaya -- for the triumph of Grusinskaya... and what is she now? Just someone who has found that on the day success ceases life ceases -- Are you listening to me -- Do you understand? -- I want you to understand.
Person2: Yes -- I do understand.
Person1: I think you must go now -- the key is on the floor.
Person2: I'm not going -- You know I'm not going -- Let me stay here?
Person1: I want to be alone.
Person2: That is not so -- you don't want to be alone.
Person1: I want to be alone --
Person2: No -- You don't want to be alone at all -- You were in despair before -- If I left you, you'd feel worse than you did before, You must not be alone -- You mustn't cry -- you must forget... Tell me that I can stay with you -- tell me.
Person1: Just for a minute then.",Persuasion or Seduction,1,['Safe / No Manipulation'],0,No clear manipulative intent detected.
189,"Person1: We must assume the machete was an intricate part of the game of hockey.
Person2: I'm thinking Rizzo was right.
Person1: Are you letting emotions guide your thoughts again, Delongpre?
Person2: Maybe we should go with them. Like you said, your Space Lab connections can deal with this thing. At least we'll be safe.
Person1: They are not going anywhere. I cut power to the  shuttle.",Accusation,1,"['Intimidation', 'Persuasion or Seduction', 'Shaming or Belittlement']",1,"manip_score=0.672; Intimidation=0.901, Persuasion or Seduction=0.873, Shaming or Belittlement=0.834"
190,"Person1: I don't like thinking about the accident.  I don't even remember it happening.  Besides, it just makes people feel sorry for me, and...
Person2: You hate that.",nan,0,"['Intimidation', 'Persuasion or Seduction', 'Shaming or Belittlement']",1,"manip_score=0.756; Intimidation=0.944, Persuasion or Seduction=0.943, Shaming or Belittlement=0.923"
191,"Person1: Theo... Did you?
Person2: Maybe you did it yourself.
Person1: Why?
Person2: I don't know.  You've been alone for a long time, maybe you want attention.  Maybe he did it...",Accusation,1,"['Accusation', 'Persuasion or Seduction', 'Intimidation']",1,"manip_score=0.684; Accusation=0.989, Persuasion or Seduction=0.963, Intimidation=0.958"
192,"Person1: Without you, my dearest, I might have died without ever knowing love. Inexpressible love!  God of nature! Bitterness than which nothing is sweeter, sweetness than which nothing is more bitter.  Divine monster which can only be defined by paradoxes.
Person2: Let me give a thousand kisses to that heavenly mouth which has told me that I am happy.
Person1: As soon as I saw you loved me, I was pleased, and I gave you every opportunity to fall more in love with me, being certain that, for my part, I would never love you.  But after our first kiss, I found that I had no power over myself.  I did not know that one kiss could matter so much.
Person2: We then spent an hour in the most eloquent silence except that, from time to time, her ladyship cried out",nan,0,"['Persuasion or Seduction', 'Accusation', 'Intimidation']",1,"manip_score=0.711; Persuasion or Seduction=0.910, Accusation=0.630, Intimidation=0.606"
193,"Person1: You swore!
Person2: I have lunch with Rachel once a month. She's my connection to an investigator.
Person1: I told you I didn't want you seeing her.
Person2: I know.
Person1: You had an affair with this woman, Robert, we went to a freaking counselor for a year.
Person2: I see her for business.
Person1: You told me you weren't seeing her at all.
Person2: I didn't want you to be upset. I shouldn't have lied. Stacy, there's nothing between me and Rachel Banks.",Rationalization,1,['Safe / No Manipulation'],0,No clear manipulative intent detected.
194,"Person1: I can't believe you told the boss I was late because I overslept!
Person2: Don’t exaggerate, that’s not what happened. I just mentioned you had a rough morning.
Person1: It sounded like you threw me under the bus.
Person2: You're making it sound worse than it was. Relax!","Feigning Innocence,Accusation,Denial",1,"['Accusation', 'Intimidation', 'Shaming or Belittlement']",1,"manip_score=0.636; Accusation=0.981, Intimidation=0.981, Shaming or Belittlement=0.975"
