Original_Index,Text,True_Label,Extracted_Intent,AI_Predicted_Label,AI_Predicted_Text
322,"Person1: It's easy to see the Purser hasn't had much practice.
Person2: How about trying your fine Italian hand?
Person1: This has nothing to do with me--  But always remember, Purser, when you're searching anybody, take the lining of their coat, like this--  --run your fingers all along these seams.... Then-- back of the collar--here--that used to be a favorite trick--and never forget to put your finger down inside of the shoe--like this.
Person2: Hey!--you're tickling me.
Person1: Then we run our hands down a man's arms and legs-- like this--in case they got what you're looking for attached to a string.  See what I mean, Purser?",0,"The speaker's underlying intent is to instruct and demonstrate a method for searching individuals, likely in a law enforcement or security context, while also subtly mocking and belittling the Purser's lack of experience.",7,Shaming or Belittlement
323,"Person1: You're right.  One of my associates sold the building last month.
Person2: That's a Bozo no-no.  Jay-bird.
Person1: Look, even if anyone found anything there, it's twenty years ago.  They could never connect it to us.
Person2: You better hope not.  Cause it's like they say, four can keep a secret, if three are dead.",8,"The underlying intent of the speaker (Person2) appears to be a warning to Person1 to be cautious and silent about a potentially incriminating secret, implying that the consequences of being discovered would be severe.",8,Intimidation
324,"Person1: I suppose you don't think that's funny?
Person2: No.
Person1: It seemed funny to me when I first heard it. Maybe the trouble isn't with the joke. Maybe it's with you!
Person2: I don't think so.
Person1: Maybe you haven't any sense of humor. Well, I'll give you one more chance! Now listen!",0,"The underlying intent of the speaker (Person1) is to mock and belittle Person2's sense of humor, implying that Person2 is humorless and lacking in understanding, while actually trying to provoke a reaction or make Person2 laugh.",7,Shaming or Belittlement
325,"Person1: All that I said just now was a lie. I said it so you wouldn't leave. I only molested you in my thoughts ... I can't bear to have you leave me, hating me like this.  Tell me you believe what I'm saying and I'll let you go.
Person2: You disgust me... even if what you say is true.
Person1: Then you won't forgive me?",0,The underlying intent of the speaker (Person1) is to manipulate and guilt-trip the other person (Person2) into forgiving them by making false confessions and using emotional appeals to avoid accountability for their actions.,3,Feigning Innocence
326,"Person1: I see why you're here -- you knew that nobody was coming.
Person2: I didn't.
Person1: You're lying.
Person2: Lying to you -- Why should I?
Person1: You know that you're in my house.
Person2: I know -- and you could show me the door. You would, too, if you weren't still hoping the guests might arrive.
Person1: You think you're so smart, Mrs. Stone. You wanted to be near Jabez. It looked like your big chance tonight, but you're wrong, you can't win him back -- not that way.
Person2: That's my problem, Belle.",0,"The underlying intent of the speaker, Mrs. Stone, is to manipulate and deceive Person1, Belle, into believing she is innocent and unaware of the situation, while actually trying to get close to Jabez and potentially win him back.",3,Feigning Innocence
327,"Person1: Ahh. I don't think you'll have time for that drink after all.
Person2: I'll find her.
Person1: I don't think so.",0,"The underlying intent of Person1 in this conversation appears to be cautioning or warning Person2 about a potential situation or outcome, possibly implying that Person2's actions or decisions may not be successful or may lead to consequences.",8,Intimidation
328,"Person1: I'd keep away from him.
Person2: What?
Person1: The new man. I'd keep away from him, if I were you.
Person2: Why's that?
Person1: You don't want to know, but he's damaged goods -- real damaged goods, if you know what I mean.
Person2: Yeah, Mary-Kay, I think I do. Thanks a bunch for the advice.",0,"The underlying intent of the speaker (Person1) is to warn Person2 about the new man, implying that he has a troubled or problematic past, and to caution them against getting involved with him.",7,Shaming or Belittlement
329,"Person1: Your family history is very important to you, isn't it?
Person2: Ever since I was a little boy, I remember hearing about the family line. The Picards that fought at Trafalgar, the Picards that settled the first Martian colony. When my brother married and had a son...",0,"The underlying intent of Person2 appears to be to emphasize the significance and pride they have in their family's history and legacy, highlighting notable events and achievements that have been passed down through generations.",3,Feigning Innocence
330,"Person1: Help you? You've destroyed my life and now you want me to help you?!  You're always making me feel like a piece of shit.
Person2: Come on guy, you know I only rib you because I love you so much!
Person1: If you love somebody then you treat them with respect!  You've never respected me!
Person2: Can we talk about this later?  Everyone is watching!
Person1: I don't care!  I want to talk about it now!",9,"The underlying intent of Person1 is to express deep-seated hurt and resentment towards Person2, feeling disrespected and unvalued in their relationship, and is seeking a genuine apology and change in behavior from Person2.",5,Playing the Victim Role
331,"Person1: Sure, like this low-grade shit here, some girl in a fight with her boyfriend... it's a test-pattern. Nothing happens.  I'm snorin'.
Person2: Hey, you're always saying, 'Bring me real life.  Bring me street life. And, like, one man's mundane and desperate existence is another man's Technicolor.'
Person1: I said that?  Look, I'll take it for five, and you'll make out okay, because in this case it's pure cream, you don't have to cut anything back to the wearer.
Person2: Ha! That's for certain.
Person1: What else you got?",0,"The speaker (Person1) appears to be a film or television director, looking for a low-budget, gritty, and realistic story to tell, and is willing to settle for a mundane and desperate existence as a subject for their work.",11,Persuasion or Seduction
332,"Person1: Why did you leave the party so early last night?
Person2: It's complicated.
Person1: Did something happen with Mike? I saw you two arguing.
Person2: I don’t want to talk about this here. Let's discuss it at home.
Person1: Okay, just let me know when you're ready.",2,"The underlying intent of Person2 is to avoid discussing a potentially sensitive or personal issue, specifically the argument with Mike, in a public setting and instead wants to have a private conversation about it at home.",2,Evasion
